"GeneName","Weight"
"CR2",1.1197
"MS4A1",0.9769
"PAX5",0.9512
"REG1B",-0.9313
"SCARA5",0.9275
"FCRL1",0.9267
"BLK",0.8721
"CCL19",0.8312
"FAM129C",0.8204
"REG4",0.8152
