"Iteration","RMSE","ELBO_Proxy"
1,0.59372008626321,-4812.50371053357
2,0.687333872039189,17599.9945316677
3,0.654038589607955,23777.0343795796
4,0.646376791401743,25553.9934060204
5,0.644420150082281,26210.3652108388
6,0.643924092596787,26537.8624555223
7,0.643858819811086,26731.3471633318
8,0.643947114563818,26840.9227573712
9,0.644115277183615,26893.1984755601
10,0.644312542938652,26909.7390630035
11,0.644506804172073,26904.532645054
12,0.644686202351716,26887.0414055299
13,0.644845062498824,26863.5204950756
14,0.644985109784348,26837.7984315438
15,0.645110636843465,26812.077956384
16,0.645224002666402,26787.6888979706
17,0.645325296724026,26765.317151801
18,0.645416322800478,26745.300348096
19,0.645498716327003,26726.8362107295
20,0.645573256595208,26709.9367753819
21,0.645641413034036,26694.506040116
22,0.645703201625388,26680.2585304877
23,0.645758754672494,26667.0291189789
24,0.645808749333573,26654.7335870335
25,0.645853933615077,26643.4180876827
26,0.645894650037259,26633.0595543954
27,0.645931574397444,26623.5688453446
28,0.64596405986235,26614.6925858399
29,0.645993957119448,26606.3911126792
30,0.646020569739098,26598.8467964301
31,0.646043683969765,26591.6919404584
32,0.646064141097036,26584.7177801111
33,0.646082519784459,26577.799654908
34,0.646099421202667,26570.8530507863
35,0.646115392879865,26563.8194232592
36,0.646130880238856,26556.6533851301
37,0.646146305308009,26549.3271792909
38,0.646162053926475,26541.8196255241
39,0.646178428192519,26534.1327113029
40,0.646195695653934,26526.2510689155
41,0.646214237551748,26518.1781577497
42,0.64623432069009,26509.9300131463
43,0.646256302661967,26501.5013815802
44,0.646280454399747,26492.8329192008
45,0.646307716898764,26484.031420245
46,0.646337576486374,26475.3731713411
47,0.646368207801299,26466.5534322331
48,0.646401500862358,26456.788861715
49,0.646439054858525,26446.5201891441
50,0.646478508111758,26436.3912624268
51,0.646518730340024,26426.501332508
52,0.646560339753232,26416.478663186
53,0.646604728389008,26406.0279506997
54,0.6466555661776,26394.7544409294
55,0.646713087693787,26383.4104032993
56,0.646773458906142,26371.7903366104
57,0.646832472071801,26360.7226086925
58,0.646888193139507,26351.355056447
59,0.646941384676151,26342.9151845653
60,0.647001136208563,26334.0351311223
61,0.647071430170992,26324.1607253696
62,0.647152124041219,26312.955225339
63,0.647242837528957,26300.6284130158
64,0.647339564085235,26287.3492941612
65,0.647438548936507,26272.7292493274
66,0.647540140572528,26256.8162144992
67,0.647648174966619,26241.1661070562
68,0.647752104346588,26226.5151768832
69,0.647839323075255,26212.0714212972
70,0.647917012448488,26197.0752462836
71,0.647994348884305,26181.4352014859
72,0.648075268601181,26165.7601121306
73,0.648160886238782,26150.7536354921
74,0.648248473559737,26136.4875379099
75,0.648332369861151,26122.8446708324
76,0.648410468559666,26109.3980122404
77,0.648482150877116,26096.552864339
78,0.648547991422532,26084.4791416109
79,0.648609323580394,26073.3627930674
80,0.648665879358632,26063.2117515561
81,0.64871772312518,26053.9675134347
82,0.648764861069393,26045.5333921242
83,0.648807540134438,26037.7926457018
84,0.648846132776769,26030.6998829075
85,0.648880882952871,26024.2459484307
86,0.648912002305706,26018.41127579
87,0.648939742472974,26013.1561176999
88,0.648964413478777,26008.4241329747
89,0.648986344437242,26004.1536883814
90,0.649005825406753,26000.2846175704
91,0.649023137382436,25996.7584000847
92,0.649038569237069,25993.5240136306
93,0.64905242450093,25990.5350829705
94,0.649065010534996,25987.7481649748
95,0.649076626299736,25985.1198111266
96,0.649087559329294,25982.6207067652
97,0.649097994707676,25980.2858616712
98,0.64910740669947,25978.0705142278
99,0.649116403572064,25975.9561260316
100,0.649125161228722,25973.9040093897
101,0.64913397848805,25971.9297601343
102,0.649142940074485,25969.9751128993
103,0.649152290005824,25967.9829009298
104,0.649162268956517,25965.9167665156
105,0.649172992996729,25963.7551872552
106,0.649184468260082,25961.4781616597
107,0.649196736285088,25959.0793209132
108,0.64920979228449,25956.5711332476
109,0.649223522361973,25953.9847550529
110,0.649237775736524,25951.3700524266
111,0.649252351327254,25948.7867597605
112,0.649266960748496,25946.2951095617
113,0.649281313186488,25943.9417527678
114,0.6492951512134,25941.7573198918
115,0.649308308661056,25939.7494417028
116,0.649320712711746,25937.9162838637
117,0.649332322969231,25936.2398968863
118,0.64934317324157,25934.6971251819
119,0.649353306204452,25933.2605601001
120,0.649362806901135,25931.8984724099
121,0.649371749050163,25930.5816841771
122,0.649380230554124,25929.2833771289
123,0.649388295285282,25927.9794828492
124,0.649396044238443,25926.6522137654
125,0.649403507763901,25925.2894709903
126,0.649410736267166,25923.8865497784
127,0.649417726833615,25922.4457033086
128,0.649424466880573,25920.9718505537
129,0.649430934242868,25919.4763816357
130,0.649437098165922,25917.9712648257
131,0.649442935348213,25916.4638814311
132,0.649448489259012,25914.9657723264
133,0.649453791845391,25913.473877811
134,0.649459028250487,25907.8179312411
135,0.649530922061398,25902.9274307653
136,0.649566435657903,25899.0856951683
137,0.649592008868436,25895.8237445761
138,0.649613933753781,25898.2064706264
139,0.649554697642574,25899.1940260216
140,0.64954159485152,25898.8681797793
141,0.649540357399115,25897.9250154982
142,0.649543353440593,25896.7370733025
143,0.649547868062504,25895.4808613515
144,0.64955272916494,25894.241295956
145,0.649557339166437,25893.0659386107
146,0.64956131387334,25891.9781250348
147,0.649564374540293,25890.9939464428
