"scenario","k_setting","K_init","arm","seed","rec_shared","rec_specific","frac_shared","frac_specific","spec_acc","beta_tp_rate","beta_fp_rate","beta_shared","beta_specific","c_index","n_iter"
"hybrid","ard_k20",20,"YFB_base",1,0.906551633283002,0.89581407691538,1,1,1,1,0.25,0.206946927651028,0.00739133236965556,0.827852004110997,61
"hybrid","ard_k20",20,"EBMF",1,0.829953630617155,0.699718827969029,1,0.75,0.666666666666667,NA,NA,NA,NA,0.807810894141829,5
"hybrid","under_k2",2,"YFB_base",2,0.335585218991295,0.220588548403635,0,0.25,0.333333333333333,0,0,2.29117290488506e-10,1.29342280923126e-11,0.506054490413724,6
"hybrid","under_k2",2,"EBMF",2,0.335804002384497,0.223674283995298,0,0.25,0.333333333333333,NA,NA,NA,NA,0.501513622603431,2
"hybrid","under_k3",3,"YFB_base",2,0.910119456587164,0.226945871073124,1,0.25,0.5,1,0.25,0.155346454088308,0.0043767477255891,0.849142280524723,35
"hybrid","under_k3",3,"EBMF",2,0.32746677957419,0.460986097790512,0,0.5,0.5,NA,NA,NA,NA,0.528254288597376,3
"hybrid","under_k4",4,"YFB_base",2,0.905454646121187,0.459969919630369,1,0.5,0.666666666666667,1,0.25,0.153949921958283,0.00438325924661034,0.850151362260343,33
"hybrid","under_k4",4,"EBMF",2,0.323593924775252,0.690430916035008,0,0.75,0.666666666666667,NA,NA,NA,NA,0.531281533804238,4
"hybrid","oracle_k6",6,"YFB_base",2,0.90684309586659,0.889787582301298,1,1,1,1,0.25,0.152173175076982,0.00300361232778234,0.839556004036327,63
"hybrid","oracle_k6",6,"EBMF",2,0.323593924775252,0.690430916035008,0,0.75,0.666666666666667,NA,NA,NA,NA,0.531281533804238,4
"hybrid","ard_k12",12,"YFB_base",2,0.905205947107139,0.871696539067771,1,1,1,1,0.25,0.160196292668036,0.00726228480596721,0.841069626639758,47
"hybrid","ard_k12",12,"EBMF",2,0.323593924775252,0.690430916035008,0,0.75,0.666666666666667,NA,NA,NA,NA,0.531281533804238,4
"hybrid","ard_k20",20,"YFB_base",2,0.90658694408857,0.889617741973262,1,1,1,1,0.25,0.155826930114521,0.0031281266999166,0.841069626639758,28
"hybrid","ard_k20",20,"EBMF",2,0.323593924775252,0.690430916035008,0,0.75,0.666666666666667,NA,NA,NA,NA,0.531281533804238,4
"hybrid","under_k2",2,"YFB_base",3,0.376685186948951,0.188984755966828,0.5,0.25,0.333333333333333,0.5,0.25,0.0182154941761764,0.00775892441715535,0.521674140508221,27
"hybrid","under_k2",2,"EBMF",3,0.377919137599799,0.189594475700471,0.5,0.25,0.333333333333333,NA,NA,NA,NA,0.528649725959143,2
"hybrid","under_k3",3,"YFB_base",3,0.415075828987895,0.422462166213551,0.5,0.5,0.5,0.5,0.5,0.035644270482122,0.0208553542438461,0.624813153961136,70
"hybrid","under_k3",3,"EBMF",3,0.309686439926307,0.415968935730601,0,0.5,0.5,NA,NA,NA,NA,0.517688091679123,3
"hybrid","under_k4",4,"YFB_base",3,0.825428559081852,0.432216293591734,1,0.5,0.666666666666667,1,0.25,0.131394543962293,0.00959560051287033,0.800697558545092,15
"hybrid","under_k4",4,"EBMF",3,0.416432314349492,0.672360168844747,0.5,0.75,0.666666666666667,NA,NA,NA,NA,0.630792227204783,4
"hybrid","oracle_k6",6,"YFB_base",3,0.903680696402675,0.921465935370596,1,1,1,1,0.5,0.196838664408772,0.00875736595394421,0.781265570503239,57
"hybrid","oracle_k6",6,"EBMF",3,0.416432314349492,0.672360168844747,0.5,0.75,0.666666666666667,NA,NA,NA,NA,0.630792227204783,4
"hybrid","ard_k12",12,"YFB_base",3,0.900950612078061,0.920994128412845,1,1,1,1,0.25,0.204551324893908,0.0107156554474608,0.770303936223219,52
"hybrid","ard_k12",12,"EBMF",3,0.416432314349492,0.672360168844747,0.5,0.75,0.666666666666667,NA,NA,NA,NA,0.630792227204783,4
"hybrid","ard_k20",20,"YFB_base",3,0.900970464240802,0.920996970210503,1,1,1,1,0.5,0.198052433647255,0.0132475312659579,0.779770802192327,46
"hybrid","ard_k20",20,"EBMF",3,0.416432314349492,0.672360168844747,0.5,0.75,0.666666666666667,NA,NA,NA,NA,0.630792227204783,4
"hybrid","under_k2",2,"YFB_base",4,0.320028585240115,0.206561648398341,0,0.25,0.333333333333333,0,0,1.8188957471705e-10,1.69324224926499e-10,0.591764107778343,6
"hybrid","under_k2",2,"EBMF",4,0.321417247634576,0.207653119452582,0,0.25,0.333333333333333,NA,NA,NA,NA,0.592780884595831,2
"hybrid","under_k3",3,"YFB_base",4,0.861354581899588,0.210564251642034,1,0.25,0.5,1,0.25,0.127581868180051,0.0110607014139204,0.80172852058973,27
"hybrid","under_k3",3,"EBMF",4,0.326632585720005,0.445297938582235,0,0.5,0.5,NA,NA,NA,NA,0.510930350788002,3
"hybrid","under_k4",4,"YFB_base",4,0.862722201680504,0.463019600862078,1,0.5,0.666666666666667,1,0.5,0.132196491041665,0.0144848808962395,0.799694966954754,29
"hybrid","under_k4",4,"EBMF",4,0.3241783749352,0.69801793315205,0,0.75,0.666666666666667,NA,NA,NA,NA,0.520589730554143,4
"hybrid","oracle_k6",6,"YFB_base",4,0.914685701644311,0.919471379175809,1,1,1,1,0.25,0.174633779955967,0.00588736598148568,0.828164717844433,27
"hybrid","oracle_k6",6,"EBMF",4,0.917425985905329,0.919327110985145,1,1,1,NA,NA,NA,NA,0.816471784443315,6
"hybrid","ard_k12",12,"YFB_base",4,0.914375640471186,0.919491942860353,1,1,1,1,0.25,0.174131313083218,0.00582544332428563,0.827656329435689,34
"hybrid","ard_k12",12,"EBMF",4,0.914826363127836,0.91948213872548,1,1,1,NA,NA,NA,NA,0.817488561260803,6
"hybrid","ard_k20",20,"YFB_base",4,0.914226026885698,0.919477247987519,1,1,1,1,0.25,0.175868157697759,0.00593148530221952,0.827656329435689,53
"hybrid","ard_k20",20,"EBMF",4,0.914826363127836,0.91948213872548,1,1,1,NA,NA,NA,NA,0.817488561260803,6
"hybrid","under_k2",2,"YFB_base",5,0.26894652393557,0.192749798578716,0,0.25,0.333333333333333,0,0,1.01844308064429e-10,7.94130970495629e-11,0.5585,6
"hybrid","under_k2",2,"EBMF",5,0.276241346279712,0.238306347930624,0,0.25,0.333333333333333,NA,NA,NA,NA,0.5735,2
"hybrid","under_k3",3,"YFB_base",5,0.918783255958172,0.23799982793076,1,0.25,0.5,1,0,0.202592168871466,1.54755528460984e-11,0.794,37
"hybrid","under_k3",3,"EBMF",5,0.25752031092413,0.455260654719848,0,0.5,0.5,NA,NA,NA,NA,0.548,3
"hybrid","under_k4",4,"YFB_base",5,0.916409221761567,0.469807543956036,1,0.5,0.666666666666667,1,0,0.201154764849494,1.47383117652583e-10,0.798,36
"hybrid","under_k4",4,"EBMF",5,0.272485858969974,0.689634523906865,0,0.75,0.666666666666667,NA,NA,NA,NA,0.544,4
"hybrid","oracle_k6",6,"YFB_base",5,0.919208072723886,0.711968810948958,1,0.75,1,1,1,0.217362336303676,0.0615058521633127,0.8005,37
"hybrid","oracle_k6",6,"EBMF",5,0.922312625654534,0.908205094120368,1,1,1,NA,NA,NA,NA,0.798,6
"hybrid","ard_k12",12,"YFB_base",5,0.92290959366196,0.904339339574545,1,1,1,1,0,0.194681989835537,1.05316889153528e-09,0.802,34
"hybrid","ard_k12",12,"EBMF",5,0.922435142351292,0.904014792109986,1,1,1,NA,NA,NA,NA,0.7965,7
"hybrid","ard_k20",20,"YFB_base",5,0.698852159553137,0.902899857766991,0.5,1,1,1,0,0.16716147221946,1.01433932513901e-09,0.797,54
"hybrid","ard_k20",20,"EBMF",5,0.922435142351292,0.904014792109986,1,1,1,NA,NA,NA,NA,0.7965,7
"hybrid","under_k2",2,"YFB_base",6,0,0.38261121629106,0,0.25,0.333333333333333,0,0.25,0,0.00371732886714933,0.596232179226069,11
"hybrid","under_k2",2,"EBMF",6,0,0.380179263389423,0,0.25,0.333333333333333,NA,NA,NA,NA,0.596232179226069,2
"hybrid","under_k3",3,"YFB_base",6,0.380985004937861,0.46588960369013,0.5,0.5,0.5,0.5,0.25,0.0124507975663402,0.00428810752856947,0.653258655804481,30
"hybrid","under_k3",3,"EBMF",6,0,0.625754943274362,0,0.5,0.5,NA,NA,NA,NA,0.593686354378819,3
"hybrid","under_k4",4,"YFB_base",6,0.378958592959277,0.712589801382626,0.5,0.75,0.666666666666667,0.5,0.25,0.0125623137851315,0.0043594127276487,0.653258655804481,27
"hybrid","under_k4",4,"EBMF",6,0.430363408829449,0.642785476478512,0.5,0.5,0.666666666666667,NA,NA,NA,NA,0.757128309572301,4
"hybrid","oracle_k6",6,"YFB_base",6,0.885869508542597,0.924839125117947,1,1,1,1,0.5,0.170248728249751,0.0093208188601847,0.830448065173116,42
"hybrid","oracle_k6",6,"EBMF",6,0.879389049172774,0.711909977349771,1,0.75,0.833333333333333,NA,NA,NA,NA,0.829938900203666,5
"hybrid","ard_k12",12,"YFB_base",6,0.885874237455939,0.905040075331808,1,1,1,1,0.5,0.167712513834743,0.00827724082783634,0.829429735234216,20
"hybrid","ard_k12",12,"EBMF",6,0.879389049172774,0.711909977349771,1,0.75,0.833333333333333,NA,NA,NA,NA,0.829938900203666,5
"hybrid","ard_k20",20,"YFB_base",6,0.884160687044868,0.888988563842501,1,1,1,1,0.5,0.167768392661257,0.0167903491074077,0.828411405295316,45
"hybrid","ard_k20",20,"EBMF",6,0.879389049172774,0.711909977349771,1,0.75,0.833333333333333,NA,NA,NA,NA,0.829938900203666,5
"hybrid","under_k2",2,"YFB_base",7,0,0.357162808109574,0,0.25,0.166666666666667,0,0,0,0.000248374456512166,0.587939698492462,13
"hybrid","under_k2",2,"EBMF",7,0,0.3595594914543,0,0.25,0.166666666666667,NA,NA,NA,NA,0.550753768844221,2
"hybrid","under_k3",3,"YFB_base",7,0.263266267329595,0.460473271664118,0,0.5,0.5,0,0.25,3.0032989236128e-11,0.000422189130976242,0.583417085427136,16
"hybrid","under_k3",3,"EBMF",7,0.263164676750988,0.462392209009207,0,0.5,0.5,NA,NA,NA,NA,0.547738693467337,3
"hybrid","under_k4",4,"YFB_base",7,0.844046444732045,0.461377469786713,1,0.5,0.666666666666667,1,0.5,0.132637817490055,0.00815826429469692,0.789949748743719,52
"hybrid","under_k4",4,"EBMF",7,0,0.83537767947289,0,0.75,0.5,NA,NA,NA,NA,0.550251256281407,4
"hybrid","oracle_k6",6,"YFB_base",7,0.896894432345092,0.931652700768938,1,1,1,1,0.5,0.177684644219964,0.00962033359192948,0.810552763819095,30
"hybrid","oracle_k6",6,"EBMF",7,0.900055617518595,0.930552407824834,1,1,1,NA,NA,NA,NA,0.810050251256281,6
"hybrid","ard_k12",12,"YFB_base",7,0.897196106616414,0.931375129281989,1,1,1,1,0.5,0.177105788316682,0.00669562898264923,0.817587939698492,86
"hybrid","ard_k12",12,"EBMF",7,0.896966491663858,0.931449125559278,1,1,1,NA,NA,NA,NA,0.801507537688442,7
"hybrid","ard_k20",20,"YFB_base",7,0.897458100031171,0.931528980185053,1,1,1,1,0.5,0.178231053143172,0.00991821745010546,0.809547738693467,44
"hybrid","ard_k20",20,"EBMF",7,0.896966491663858,0.931449125559278,1,1,1,NA,NA,NA,NA,0.801507537688442,7
"hybrid","under_k2",2,"YFB_base",8,0.266612194635419,0.201772958067263,0,0.25,0.333333333333333,0,0,3.82224052199107e-11,1.79787239464767e-11,0.620601733809281,6
"hybrid","under_k2",2,"EBMF",8,0.299639187921961,0.240779134602391,0,0.25,0.333333333333333,NA,NA,NA,NA,0.638449770525242,2
"hybrid","under_k3",3,"YFB_base",8,0.28602649473987,0.425200701143482,0,0.5,0.333333333333333,0,0,8.47223876340023e-10,1.61568916356021e-10,0.676185619581846,38
"hybrid","under_k3",3,"EBMF",8,0.291131170641807,0.426749956505247,0,0.5,0.333333333333333,NA,NA,NA,NA,0.6185619581846,3
"hybrid","under_k4",4,"YFB_base",8,0.397707590569404,0.681282571730573,0.5,0.75,0.666666666666667,0,0.25,5.21095846140732e-10,0.000512678182642873,0.623661397246303,194
"hybrid","under_k4",4,"EBMF",8,0.357263037125092,0.693447748429752,0.5,0.75,0.666666666666667,NA,NA,NA,NA,0.561958184599694,4
"hybrid","oracle_k6",6,"YFB_base",8,0.898850615212208,0.689882121148258,1,0.75,1,1,0.25,0.181797923385922,0.00137202376264531,0.835798062213157,51
"hybrid","oracle_k6",6,"EBMF",8,0.357263037125092,0.693447748429752,0.5,0.75,0.666666666666667,NA,NA,NA,NA,0.561958184599694,4
"hybrid","ard_k12",12,"YFB_base",8,0.898692362143282,0.913396763779111,1,1,1,1,0.25,0.17786446502221,0.00348906817460086,0.839367669556349,34
"hybrid","ard_k12",12,"EBMF",8,0.357263037125092,0.693447748429752,0.5,0.75,0.666666666666667,NA,NA,NA,NA,0.561958184599694,4
"hybrid","ard_k20",20,"YFB_base",8,0.900319818755989,0.929889353349039,1,1,1,1,0.25,0.181681806130821,0.0027114779519688,0.8419173890872,46
"hybrid","ard_k20",20,"EBMF",8,0.357263037125092,0.693447748429752,0.5,0.75,0.666666666666667,NA,NA,NA,NA,0.561958184599694,4
"hybrid","under_k2",2,"YFB_base",9,0,0.374657918816642,0,0.25,0.333333333333333,0,0,0,1.77262791492065e-10,0.512445095168375,6
"hybrid","under_k2",2,"EBMF",9,0,0.301083276390968,0,0.25,0.333333333333333,NA,NA,NA,NA,0.515373352855051,2
"hybrid","under_k3",3,"YFB_base",9,0.369087805012183,0.446061604627572,0.5,0.5,0.5,0.5,0,0.00329672897603641,1.79724016777986e-10,0.537823328452904,20
"hybrid","under_k3",3,"EBMF",9,0.362857229993246,0.447133402975224,0.5,0.5,0.5,NA,NA,NA,NA,0.562225475841874,3
"hybrid","under_k4",4,"YFB_base",9,0.450666020120727,0.637664463947826,0.5,0.75,0.666666666666667,0.5,0.5,0.0672521754253327,0.0333883830194287,0.797950219619326,62
"hybrid","under_k4",4,"EBMF",9,0.450187037121107,0.646555905717656,0.5,0.75,0.666666666666667,NA,NA,NA,NA,0.800878477306003,4
"hybrid","oracle_k6",6,"YFB_base",9,0.896411048147484,0.926719338549381,1,1,1,1,0.25,0.157964800293191,0.00301024141848708,0.816007808687164,16
"hybrid","oracle_k6",6,"EBMF",9,0.895807745594976,0.927070266655409,1,1,1,NA,NA,NA,NA,0.820888238164958,6
"hybrid","ard_k12",12,"YFB_base",9,0.897347805559414,0.90951518928599,1,1,1,1,0.25,0.158704999797762,0.0026110743465825,0.816983894582723,28
"hybrid","ard_k12",12,"EBMF",9,0.895807745594976,0.927070266655409,1,1,1,NA,NA,NA,NA,0.820888238164958,6
"hybrid","ard_k20",20,"YFB_base",9,0.896368654034486,0.907289617738725,1,1,1,1,0.25,0.158618740709138,0.00268560821566324,0.816495851634944,17
"hybrid","ard_k20",20,"EBMF",9,0.895807745594976,0.927070266655409,1,1,1,NA,NA,NA,NA,0.820888238164958,6
"hybrid","under_k2",2,"YFB_base",10,0,0.323052980163933,0,0,0.333333333333333,0,0.25,0,0.00316710506056781,0.560019129603061,12
"hybrid","under_k2",2,"EBMF",10,0,0.323514411460753,0,0.25,0.333333333333333,NA,NA,NA,NA,0.565758010521282,2
"hybrid","under_k3",3,"YFB_base",10,0.452423195599002,0.338759920474852,0.5,0,0.5,0.5,0.5,0.0793073827536478,0.0266248168048665,0.847441415590626,19
"hybrid","under_k3",3,"EBMF",10,0,0.323514411460753,0,0.25,0.333333333333333,NA,NA,NA,NA,0.565758010521282,2
"hybrid","under_k4",4,"YFB_base",10,0.895276004380175,0.422431445584908,1,0.5,0.666666666666667,1,0,0.170823908102876,4.53503443514346e-10,0.872309899569584,18
"hybrid","under_k4",4,"EBMF",10,0,0.323514411460753,0,0.25,0.333333333333333,NA,NA,NA,NA,0.565758010521282,2
"hybrid","oracle_k6",6,"YFB_base",10,0.878310318854283,0.751662221232534,1,0.75,1,1,0.5,0.170910836060211,0.00485221554876172,0.869440459110473,22
"hybrid","oracle_k6",6,"EBMF",10,0,0.323514411460753,0,0.25,0.333333333333333,NA,NA,NA,NA,0.565758010521282,2
"hybrid","ard_k12",12,"YFB_base",10,0.897440923274881,0.924479361406376,1,1,1,1,0.25,0.172105077540859,0.00170188907364235,0.873744619799139,42
"hybrid","ard_k12",12,"EBMF",10,0,0.323514411460753,0,0.25,0.333333333333333,NA,NA,NA,NA,0.565758010521282,2
"hybrid","ard_k20",20,"YFB_base",10,0.807586774657746,0.923467924254889,1,1,1,1,0,0.156832737888414,1.17689450769873e-09,0.876135820181731,25
"hybrid","ard_k20",20,"EBMF",10,0,0.323514411460753,0,0.25,0.333333333333333,NA,NA,NA,NA,0.565758010521282,2
"hybrid","under_k2",2,"YFB_base",11,0.301041055020598,0.197323141532597,0,0.25,0.333333333333333,0,0,2.41818160651921e-10,1.97485250966736e-10,0.57334659373446,6
"hybrid","under_k2",2,"EBMF",11,0.303806913981283,0.191727746164621,0,0.25,0.333333333333333,NA,NA,NA,NA,0.547986076578816,2
"hybrid","under_k3",3,"YFB_base",11,0.907627337287554,0.195306384236995,1,0.25,0.5,1,0,0.170965955379805,1.0127650061681e-10,0.758826454500249,29
"hybrid","under_k3",3,"EBMF",11,0.909604421300449,0.213414327061722,1,0.25,0.5,NA,NA,NA,NA,0.752362008950771,3
"hybrid","under_k4",4,"YFB_base",11,0.919337507969038,0.442175165787428,1,0.5,0.666666666666667,1,0,0.185112063961182,3.41641878883865e-10,0.756837394331179,22
"hybrid","under_k4",4,"EBMF",11,0.306636700570958,0.698959290276751,0,0.75,0.666666666666667,NA,NA,NA,NA,0.5191447041273,4
"hybrid","oracle_k6",6,"YFB_base",11,0.921067162675558,0.914722641468848,1,1,1,1,0.25,0.18331488101931,0.00261009029285177,0.762307309796121,31
"hybrid","oracle_k6",6,"EBMF",11,0.923434331578067,0.914349224813516,1,1,1,NA,NA,NA,NA,0.760815514669319,6
"hybrid","ard_k12",12,"YFB_base",11,0.921419747713099,0.914758713604672,1,1,1,1,0,0.199802358425046,3.85004843715119e-10,0.757831924415714,57
"hybrid","ard_k12",12,"EBMF",11,0.921533851593875,0.914789146390086,1,1,1,NA,NA,NA,NA,0.762804574838389,7
"hybrid","ard_k20",20,"YFB_base",11,0.921496782227772,0.914458231480042,1,1,1,1,0.25,0.182372978760613,0.00258776318918069,0.762307309796121,33
"hybrid","ard_k20",20,"EBMF",11,0.921533851593875,0.914789146390086,1,1,1,NA,NA,NA,NA,0.762804574838389,7
"hybrid","under_k2",2,"YFB_base",12,0.362194094652172,0.184578222633131,0.5,0.25,0.333333333333333,0.5,0,0.00623384760525114,4.87246061022224e-09,0.575396825396825,6
"hybrid","under_k2",2,"EBMF",12,0.362852719662707,0.178933071222415,0.5,0.25,0.333333333333333,NA,NA,NA,NA,0.512400793650794,2
"hybrid","under_k3",3,"YFB_base",12,0.903756212354318,0.202125445057726,1,0.25,0.5,1,0.25,0.178597118517178,0.00245102130427538,0.793650793650794,55
"hybrid","under_k3",3,"EBMF",12,0.375876695965007,0.415460548664193,0.5,0.5,0.5,NA,NA,NA,NA,0.546626984126984,3
"hybrid","under_k4",4,"YFB_base",12,0.907884998230244,0.449723179979099,1,0.5,0.666666666666667,1,0,0.180668240380145,6.41434430425661e-11,0.790178571428571,48
"hybrid","under_k4",4,"EBMF",12,0.851832619089539,0.471888999171444,1,0.5,0.666666666666667,NA,NA,NA,NA,0.783730158730159,4
"hybrid","oracle_k6",6,"YFB_base",12,0.92449923767506,0.923345307085587,1,1,1,1,0,0.168182587207354,2.22390972431921e-06,0.780257936507937,24
"hybrid","oracle_k6",6,"EBMF",12,0.923697046398511,0.922698486125531,1,1,1,NA,NA,NA,NA,0.785218253968254,6
"hybrid","ard_k12",12,"YFB_base",12,0.923365388012072,0.922818071982135,1,1,1,1,0,0.163692197500546,7.27148672208943e-09,0.779265873015873,27
"hybrid","ard_k12",12,"EBMF",12,0.923697046398511,0.922698486125531,1,1,1,NA,NA,NA,NA,0.785218253968254,6
"hybrid","ard_k20",20,"YFB_base",12,0.926605319888467,0.678204364308665,1,0.75,1,1,0.25,0.166762289220993,0.00310029723725658,0.790674603174603,46
"hybrid","ard_k20",20,"EBMF",12,0.923697046398511,0.922698486125531,1,1,1,NA,NA,NA,NA,0.785218253968254,6
"hybrid","under_k2",2,"YFB_base",13,0,0.418433743967377,0,0.5,0.166666666666667,0,0,0,3.02203387745758e-10,0.552093476144109,13
"hybrid","under_k2",2,"EBMF",13,0,0.418266936188721,0,0.5,0.166666666666667,NA,NA,NA,NA,0.575949367088608,2
"hybrid","under_k3",3,"YFB_base",13,0,0.503558220839408,0,0.5,0.333333333333333,0,0,0,4.50085202205534e-10,0.567672833495618,29
"hybrid","under_k3",3,"EBMF",13,0,0.495696221063264,0,0.5,0.333333333333333,NA,NA,NA,NA,0.521421616358325,3
"hybrid","under_k4",4,"YFB_base",13,0.879875576130493,0.440428959275589,1,0.5,0.666666666666667,1,0.5,0.174596193732881,0.00838714713084124,0.880720545277507,40
"hybrid","under_k4",4,"EBMF",13,0,0.495696221063264,0,0.5,0.333333333333333,NA,NA,NA,NA,0.521421616358325,3
"hybrid","oracle_k6",6,"YFB_base",13,0.915089314428757,0.664205172404067,1,0.75,1,1,0.25,0.167675457419564,0.00028704152256306,0.880720545277507,36
"hybrid","oracle_k6",6,"EBMF",13,0,0.495696221063264,0,0.5,0.333333333333333,NA,NA,NA,NA,0.521421616358325,3
"hybrid","ard_k12",12,"YFB_base",13,0.914298966347053,0.929719635330998,1,1,1,1,0,0.171253000023118,6.91413553801718e-10,0.874878286270691,29
"hybrid","ard_k12",12,"EBMF",13,0,0.495696221063264,0,0.5,0.333333333333333,NA,NA,NA,NA,0.521421616358325,3
"hybrid","ard_k20",20,"YFB_base",13,0.91418428648802,0.929425961702974,1,1,1,1,0,0.170779665446171,6.88605448479096e-10,0.875851996105161,30
"hybrid","ard_k20",20,"EBMF",13,0,0.495696221063264,0,0.5,0.333333333333333,NA,NA,NA,NA,0.521421616358325,3
"hybrid","under_k2",2,"YFB_base",14,0.281092013229588,0.226737605137086,0,0.25,0.333333333333333,0.5,0,0.000973341195705015,3.8251667683068e-09,0.513080619327282,6
"hybrid","under_k2",2,"EBMF",14,0.290456504885077,0.239169391166749,0,0.25,0.333333333333333,NA,NA,NA,NA,0.532835024025627,2
"hybrid","under_k3",3,"YFB_base",14,0.277966143219811,0.474074185614716,0,0.5,0.5,0.5,0,0.00237820117380143,3.27353946684272e-10,0.508809396689802,19
"hybrid","under_k3",3,"EBMF",14,0,0.607377131682024,0,0.5,0.333333333333333,NA,NA,NA,NA,0.547784303256807,3
"hybrid","under_k4",4,"YFB_base",14,0,0.83018544828113,0,0.75,0.5,0,0.25,0,0.000969410765557621,0.519487453283502,53
"hybrid","under_k4",4,"EBMF",14,0.271681441750897,0.695776368331786,0,0.75,0.666666666666667,NA,NA,NA,NA,0.506139882541377,4
"hybrid","oracle_k6",6,"YFB_base",14,0.905558377991248,0.918500745870174,1,1,1,1,0.25,0.170487511675524,0.00981134895734507,0.876134543513081,27
"hybrid","oracle_k6",6,"EBMF",14,0.905882276383998,0.917672660850213,1,1,1,NA,NA,NA,NA,0.879337960491191,6
"hybrid","ard_k12",12,"YFB_base",14,0.901044899921819,0.918739843688748,1,1,1,1,0.25,0.172719566049591,0.00872315529788052,0.876668446342766,29
"hybrid","ard_k12",12,"EBMF",14,0.904587278114777,0.918480939631108,1,1,1,NA,NA,NA,NA,0.878804057661506,6
"hybrid","ard_k20",20,"YFB_base",14,0.905490204018841,0.918518971686808,1,1,1,1,0.25,0.170912716998838,0.00949120850773493,0.874532835024026,33
"hybrid","ard_k20",20,"EBMF",14,0.904587278114777,0.918480939631108,1,1,1,NA,NA,NA,NA,0.878804057661506,6
"hybrid","under_k2",2,"YFB_base",15,0.356225952369321,0.172683367334113,0.5,0,0.166666666666667,0,0,3.35793271869188e-10,8.41668010145595e-11,0.600294985250737,6
"hybrid","under_k2",2,"EBMF",15,0.350077372031812,0.165822874919921,0.5,0,0.166666666666667,NA,NA,NA,NA,0.619469026548673,2
"hybrid","under_k3",3,"YFB_base",15,0.79325565864055,0.171563267718706,0.5,0,0.333333333333333,1,0.25,0.185541299719568,0.0030418646437442,0.842182890855457,46
"hybrid","under_k3",3,"EBMF",15,0.79662904832112,0.181895148804097,0.5,0.25,0.333333333333333,NA,NA,NA,NA,0.846116027531957,3
"hybrid","under_k4",4,"YFB_base",15,0.776939060514959,0.460901962651834,0.5,0.5,0.5,1,0.25,0.188145751410249,0.00509324136038035,0.848082595870207,47
"hybrid","under_k4",4,"EBMF",15,0.854222954755638,0.424805541649033,1,0.5,0.666666666666667,NA,NA,NA,NA,0.824975417895772,4
"hybrid","oracle_k6",6,"YFB_base",15,0.9066302730707,0.923246104403628,1,1,1,1,0.25,0.202229106671972,0.00211065337314002,0.836283185840708,52
"hybrid","oracle_k6",6,"EBMF",15,0.910308499559071,0.922380682815447,1,1,1,NA,NA,NA,NA,0.826450344149459,6
"hybrid","ard_k12",12,"YFB_base",15,0.906627954408964,0.923246612182732,1,1,1,1,0.25,0.195461598041299,0.00197830141191501,0.836283185840708,50
"hybrid","ard_k12",12,"EBMF",15,0.910308499559071,0.922380682815447,1,1,1,NA,NA,NA,NA,0.826450344149459,6
"hybrid","ard_k20",20,"YFB_base",15,0.906637738561773,0.923244834584798,1,1,1,1,0.5,0.193577508024155,0.00309446409702497,0.84070796460177,42
"hybrid","ard_k20",20,"EBMF",15,0.910308499559071,0.922380682815447,1,1,1,NA,NA,NA,NA,0.826450344149459,6
"nothing_shared","under_k2",2,"YFB_base",1,NA,0.229007313095177,NA,0.166666666666667,0.333333333333333,NA,0,NA,1.6021932331029e-10,0.541142857142857,7
"nothing_shared","under_k2",2,"EBMF",1,NA,0.233160295980073,NA,0.166666666666667,0.333333333333333,NA,NA,NA,NA,0.527428571428571,2
"nothing_shared","under_k3",3,"YFB_base",1,NA,0.380415428793591,NA,0.333333333333333,0.5,NA,0,NA,4.73544441204959e-10,0.528,12
"nothing_shared","under_k3",3,"EBMF",1,NA,0.402435013235429,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.554857142857143,3
"nothing_shared","under_k4",4,"YFB_base",1,NA,0.559124589853003,NA,0.5,0.666666666666667,NA,0,NA,6.91301866686148e-10,0.558857142857143,21
"nothing_shared","under_k4",4,"EBMF",1,NA,0.402435013235429,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.554857142857143,3
"nothing_shared","oracle_k6",6,"YFB_base",1,NA,0.910459070529077,NA,1,1,NA,0,NA,1.0136546133316e-09,0.556,17
"nothing_shared","oracle_k6",6,"EBMF",1,NA,0.402435013235429,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.554857142857143,3
"nothing_shared","ard_k12",12,"YFB_base",1,NA,0.75198140904205,NA,0.833333333333333,1,NA,0,NA,9.07193878096472e-10,0.533714285714286,16
"nothing_shared","ard_k12",12,"EBMF",1,NA,0.402435013235429,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.554857142857143,3
"nothing_shared","ard_k20",20,"YFB_base",1,NA,0.88717839740376,NA,1,1,NA,0,NA,1.03422577176354e-09,0.555428571428571,18
"nothing_shared","ard_k20",20,"EBMF",1,NA,0.402435013235429,NA,0.333333333333333,0.5,NA,NA,NA,NA,0.554857142857143,3
"nothing_shared","under_k2",2,"YFB_base",2,NA,0.205912745701116,NA,0.166666666666667,0.333333333333333,NA,0,NA,1.62929847198771e-12,0.525934188510876,8
"nothing_shared","under_k2",2,"EBMF",2,NA,0.207373642331751,NA,0.166666666666667,0.333333333333333,NA,NA,NA,NA,0.511433351924149,2
