"GeneName","Weight"
"PLA2G2A",0.5484
"CCL14",0.5426
"CCL14_1",0.5426
"RBP2",0.5386
"ACKR1",0.5314
"CEACAM6",-0.5227
"DES",0.5192
"CHRDL2",0.5132
"CTSE",-0.5107
"SLC26A3",0.5048
