"GeneName","Weight"
"COL11A1",-1.3954
"COL10A1",-1.2364
"MMP11",-1.1677
"EPYC",-1.1446
"IGFL2",-1.0961
"NPR3",-1.0378
"THBS2",-0.9922
"FN1",-0.9856
"MSLN",-0.9603
"INHBA",-0.957
