"GeneName","Weight"
"REG4",-1.9759
"TFF1",-1.5695
"PHGR1",-1.523
"CLDN18",-1.3364
"TFF3",-1.2947
"HMGCS2",-1.2357
"MYO1A",-1.2212
"BTNL8",-1.1968
"APOBEC1",-1.1499
"ITLN1",-1.0999
