"Iteration","RMSE","ELBO_Proxy"
1,0.681393101247832,-11671.3212868146
2,0.718345581294566,1027.27599259431
3,0.705237634253996,3104.89041406313
4,0.703779774467783,3580.11120468509
5,0.703781142862573,3767.39169081237
6,0.703991427059141,3868.12866667031
7,0.70421210752725,3927.47595308796
8,0.704407097874196,3962.78054352406
9,0.704573058246705,3983.40692990873
10,0.704712145700701,3995.04977373314
11,0.704827591538822,4001.24928024533
12,0.704922751870307,4004.20514919731
13,0.70500078363239,4005.27299406428
14,0.70506453153959,4005.27838344102
15,0.70511648019088,4004.71448081913
16,0.705158782084516,4003.87154502074
17,0.70519325390901,4002.9113668252
18,0.705221428276956,4001.92889041865
19,0.705244540214027,4000.96855771161
20,0.705263630183934,4000.05055899848
21,0.705279534807547,3999.14748430935
22,0.705293003121575,3998.3094387457
23,0.705304488478629,3997.54699323525
24,0.705314461441861,3996.86019773619
25,0.705323326548802,3996.23267548385
26,0.705331445264396,3995.63474299384
27,0.705339092357615,3995.03821128377
28,0.705346429102464,3994.42685475335
29,0.705353532986971,3993.80025440392
30,0.705360405348353,3993.16065376115
31,0.705367068219385,3992.51347392349
32,0.705373527547013,3991.86415689512
33,0.705379791213651,3991.21738354423
34,0.705385866563834,3990.57681336669
35,0.705391760389247,3989.94536102374
36,0.70539747698515,3989.32549256354
37,0.70540301272861,3988.71862738755
38,0.705408374513132,3988.12696405231
39,0.705413548218101,3987.56793562735
40,0.705418544653019,3987.03399858479
41,0.705423298881591,3986.52257844594
42,0.705427803476768,3986.03566030703
43,0.705432035193164,3985.57726206881
44,0.70543597155802,3985.15110153576
45,0.705439579203619,3984.76029322125
46,0.705442848197883,3984.40393028221
47,0.705445779171858,3984.07619627394
48,0.705448426659629,3983.7621824123
49,0.705450882430679,3983.4536280967
50,0.705453227695416,3983.13496772965
51,0.705455551167985,3982.79881900559
52,0.705457916238615,3982.44297632986
53,0.705460354969839,3982.05153977218
54,0.705462915883282,3981.64319053139
55,0.705465630193293,3981.23594339905
56,0.705468483487793,3980.82928418228
57,0.705471448100938,3980.42146264375
58,0.705474491257105,3980.00404987455
59,0.705477601010493,3979.57927724812
60,0.705480787194536,3979.15481614682
61,0.705484066775146,3978.73206889786
62,0.705487443230962,3978.31032887704
63,0.705490910891142,3977.88444375239
64,0.705494464359464,3977.45841705512
65,0.705498059215179,3977.0267540146
66,0.705501680450232,3976.58715141853
67,0.705505303867024,3976.13831643724
68,0.705508897316895,3975.67933346286
69,0.705512443939558,3975.21029774521
70,0.705515932286106,3974.73155641904
71,0.705519353648105,3974.24344341517
72,0.705522704205362,3973.74598665226
73,0.705525982764001,3973.19779211645
74,0.705529556952355,3972.59715794721
75,0.705533574004719,3971.98818173201
76,0.705537712724694,3971.38427626463
77,0.7055418032952,3970.7865444338
78,0.705545765211955,3970.18734730762
79,0.705549580328317,3969.58761290636
80,0.705553219093527,3968.97579872677
81,0.705556709336704,3968.34920555839
82,0.705560034935491,3967.69808625191
83,0.705563225330999,3967.0198662016
84,0.70556628219316,3966.31285254492
85,0.70556919461522,3965.57569066585
86,0.70557198217145,3964.81017858086
87,0.70557464608516,3964.0169862363
88,0.705577235112963,3963.20281664589
89,0.705579760041174,3962.36883441468
90,0.705582290625093,3961.51358062062
91,0.705584892349718,3960.62990271644
92,0.705587632968047,3959.67781634122
93,0.705590525160641,3958.59198595684
94,0.705593383430794,3957.50451311797
95,0.705596108300872,3956.36966039541
96,0.705599025963266,3955.12103660911
97,0.705602385199324,3953.77831871895
98,0.705606078189247,3952.46192449927
99,0.705609707897712,3951.24764168579
100,0.70561284253219,3950.09666564356
101,0.705615188089859,3948.92876339981
102,0.705617121948056,3947.60753626152
103,0.705619389554158,3946.12422155737
104,0.705622057104569,3944.53647761719
105,0.705624921625441,3942.90185122005
106,0.705627793469634,3941.26122278767
107,0.70563050198664,3939.64140129451
108,0.70563287315101,3938.06889358352
109,0.70563471519529,3936.57361588606
110,0.7056358933065,3935.16186986091
111,0.705636486311285,3933.76277509479
112,0.705636914235037,3932.25310549441
113,0.705637720241715,3930.5701352451
114,0.705639298074729,3928.72069652815
115,0.705641923974518,3926.66525957725
116,0.705645885521937,3924.36054414501
117,0.705651150984697,3921.82585171627
118,0.705657379816105,3919.09690833521
119,0.705664168961974,3916.18526572622
120,0.705671270121689,3913.09477048341
121,0.70567859928726,3909.83799152226
122,0.705686172679596,3906.43566603896
123,0.70569407302833,3902.91396433399
124,0.705702385496558,3899.28591207053
125,0.705711278091324,3895.556796457
126,0.705721105417996,3891.74597683868
127,0.705732324046224,3887.86701544578
128,0.705745166675113,3883.83500405153
129,0.705759607141232,3879.60973121917
130,0.705774834438679,3875.17089951638
131,0.705789708533868,3870.41234625308
132,0.705804707605184,3865.14481528936
133,0.705821513383934,3859.15873276941
134,0.70584160389816,3852.53689684825
135,0.705865359393449,3845.56902833149
