"Iteration","RMSE","ELBO_Proxy"
94,1.20399407949875,-392527.138458035
95,1.20401796975668,-392532.22759065
96,1.20403847685837,-392537.028032594
97,1.20405531549081,-392541.541494479
98,1.20406934640426,-392545.572888929
99,1.20408114885373,-392549.19452951
100,1.20408982626532,-392552.938802246
101,1.20409501398712,-392557.136040672
102,1.20409795635004,-392561.738317341
103,1.20410026728727,-392566.553705187
104,1.20410320468276,-392571.719396469
105,1.20410768065692,-392577.392004213
106,1.2041141774156,-392583.643137489
107,1.20412239246144,-392590.517570911
108,1.20413179547609,-392597.952509795
109,1.20414224069429,-392605.832834776
110,1.20415377243511,-392614.211435771
111,1.2041661293022,-392623.129250982
112,1.20417859231341,-392632.261141707
113,1.20419024720716,-392641.717596534
114,1.2042002127775,-392652.716685
115,1.20420812294094,-392664.804845898
116,1.20421381790966,-392677.980785122
117,1.20421812206459,-392692.358562561
118,1.20422302470007,-392708.114302643
119,1.20423125375206,-392725.415373318
120,1.20424484246105,-392744.322299783
121,1.20426367561463,-392764.808175008
122,1.20428639745673,-392786.956785715
123,1.20431184858132,-392810.640345597
124,1.20434001125062,-392835.213260256
125,1.20437180779121,-392859.751226067
126,1.20440778844056,-392883.100613279
127,1.20444737607009,-392903.154945615
128,1.20448814816691,-392917.862347194
129,1.20452804079479,-392925.4873109
130,1.20456462277296,-392926.141142034
131,1.20459533706256,-392922.530812833
132,1.20461914323823,-392918.134622483
133,1.20463663666183,-392914.546403502
134,1.20464826064556,-392911.894727621
135,1.20465391854509,-392909.887861741
136,1.20465336956162,-392908.277740172
137,1.20464693250185,-392906.89763885
138,1.20463574002067,-392905.620846995
139,1.20462121397132,-392904.354641175
140,1.20460460440196,-392903.04079992
141,1.20458684821697,-392901.735059984
142,1.20456882696644,-392900.456691315
143,1.2045505594361,-392899.19915957
144,1.20453252319882,-392897.966141836
145,1.20451502138753,-392896.762671739
146,1.20449822016805,-392895.593266954
147,1.20448220208943,-392894.461534993
148,1.20446699796995,-392893.370095327
149,1.2044526065769,-392892.320683327
150,1.20443900725515,-392891.314281504
151,1.20442616809963,-392890.351210959
152,1.20441405074981,-392889.431302427
153,1.20440261385453,-392888.553982385
154,1.20439181534469,-392887.71834897
155,1.20438161367372,-392886.923351244
156,1.20437196951101,-392886.167657204
157,1.20436284477195,-392885.449815444
158,1.20435420298131,-392884.768283404
159,1.20434601044653,-392884.121477062
160,1.20433823587973,-392883.507526542
161,1.20433084789537,-392882.925373618
162,1.20432382439623,-392882.372820688
163,1.20431713632268,-392881.848362283
164,1.2043107609422,-392881.350259275
165,1.20430467603907,-392880.876870152
166,1.20429886049859,-392880.426207583
167,1.20429329118234,-392879.99731553
168,1.20428795511534,-392879.585666521
169,1.20428280465598,-392879.19435971
170,1.20427786931266,-392878.823315188
171,1.2042731451931,-392878.465718765
