"GeneName","Weight"
"ADH1A.....ADH1B.....ADH1C",-1.0566
"PNLIP",-1.0459
"CELA3A.....CELA3B",-1.0272
"CEL",-1.0249
"PLA2G1B",-1.0126
"CPB1",-1.0097
"CELA3A",-1.0085
"CLPS",-1.0001
"CPA1",-0.9875
"CTRB1.....CTRB2",-0.9824
